,0.625 MHz,1.25 MHz,1.875 MHz,2.5 MHz,3.125 MHz,3.75 MHz,4.375 MHz,5 MHz,5.625 MHz,6.25 MHz
1490,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1491,16128,-3584,9728,-6400,-8704,4352,7680,-11776,-6656,12288
1492,13568,14080,9472,-3584,8704,-12544,10752,-13568,3072,12288
1493,5888,12032,-15360,12032,-8704,15872,-14336,3584,11264,12288
1494,-4096,-6656,0,-16128,8448,-13312,-2048,15616,15360,12288
1495,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1496,-16128,-3328,-9728,-6400,8448,4352,-7680,-11776,6400,12288
1497,-13824,13824,-9472,-3584,-8704,-12544,-10752,-13568,-3072,12288
1498,-6144,12032,15360,12032,8448,15872,14336,3584,-11264,12288
1499,4096,-6656,0,-16128,-8704,-13312,2048,15616,-15360,12288
1500,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1501,16128,-3584,9472,-6400,-8704,4352,7424,-11776,-6656,12288
1502,13568,14080,9472,-3584,8448,-12544,10752,-13568,3072,12288
1503,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1504,-4096,-6656,0,-16128,8704,-13312,-2048,15616,15360,12288
1505,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1506,-16128,-3328,-9728,-6400,8704,4352,-7680,-11776,6656,12288
1507,-13824,14080,-9472,-3584,-8704,-12544,-10752,-13568,-3072,12288
1508,-6144,12032,15360,12032,8448,15872,14336,3328,-11264,12288
1509,4096,-6656,0,-16128,-8704,-13312,2048,15616,-15360,12288
1510,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1511,16128,-3584,9472,-6400,-8448,4352,7424,-11776,-6656,12288
1512,13824,14080,9472,-3584,8704,-12544,10752,-13568,3072,12288
1513,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1514,-4096,-6656,0,-16128,8704,-13312,-2048,15616,15360,12288
1515,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1516,-16128,-3584,-9728,-6400,8448,4352,-7680,-11776,6656,12288
1517,-13824,14080,-9472,-3584,-8704,-12544,-10752,-13568,-3072,12288
1518,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1519,4096,-6400,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1520,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1521,16128,-3584,9472,-6400,-8704,4352,7680,-11776,-6656,12288
1522,13824,14080,9472,-3584,8704,-12544,10752,-13568,3072,12288
1523,5888,12032,-15360,12032,-8704,15872,-14336,3584,11264,12288
1524,-3840,-6400,0,-16128,8704,-13312,-2048,15616,15360,12288
1525,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1526,-16128,-3584,-9728,-6400,8704,4352,-7680,-11776,6400,12288
1527,-13824,13824,-9472,-3584,-8704,-12544,-10752,-13568,-2816,12288
1528,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1529,4096,-6656,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1530,12544,-16128,-15360,13824,8448,5632,-15616,6144,-13568,12288
1531,16128,-3328,9472,-6400,-8704,4352,7680,-11776,-6656,12288
1532,13824,14080,9472,-3584,8704,-12544,10752,-13568,3072,12288
1533,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1534,-4096,-6400,0,-16128,8448,-13312,-2048,15616,15360,12288
1535,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1536,-16128,-3328,-9472,-6400,8704,4352,-7680,-11776,6656,12288
1537,-13824,14080,-9472,-3584,-8704,-12544,-10752,-13568,-3072,12288
1538,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1539,4096,-6400,0,-16128,-8704,-13312,2048,15616,-15360,12288
1540,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1541,16128,-3328,9728,-6400,-8704,4352,7680,-11776,-6656,12288
1542,13568,14080,9472,-3584,8448,-12544,10752,-13568,3072,12288
1543,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1544,-4096,-6400,0,-16128,8704,-13312,-2048,15616,15360,12288
1545,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1546,-16128,-3328,-9728,-6400,8704,4352,-7680,-11776,6656,12288
1547,-13568,13824,-9472,-3584,-8704,-12544,-10752,-13568,-3072,12288
1548,-6144,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1549,4096,-6656,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1550,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1551,16128,-3328,9728,-6400,-8704,4352,7680,-11776,-6656,12288
1552,13824,14080,9472,-3584,8448,-12544,10752,-13568,2816,12288
1553,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1554,-4096,-6656,0,-16128,8704,-13312,-2048,15616,15360,12288
1555,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1556,-16128,-3328,-9728,-6400,8704,4352,-7680,-11776,6656,12288
1557,-13824,14080,-9472,-3584,-8704,-12544,-11008,-13568,-2816,12288
1558,-5888,12032,15360,12032,8448,15872,14336,3328,-11264,12288
1559,4096,-6656,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1560,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1561,16128,-3328,9472,-6400,-8704,4352,7680,-11776,-6656,12288
1562,13568,14080,9472,-3584,8448,-12544,10752,-13568,2816,12288
1563,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1564,-4096,-6400,0,-16128,8704,-13312,-2048,15616,15360,12288
1565,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1566,-16128,-3328,-9728,-6400,8704,4352,-7680,-11776,6656,12288
1567,-13824,14080,-9472,-3584,-8704,-12544,-10752,-13568,-3072,12288
1568,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1569,4096,-6400,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1570,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1571,16128,-3584,9472,-6400,-8704,4352,7680,-11776,-6656,12288
1572,13568,14080,9472,-3584,8448,-12544,10752,-13568,3072,12288
1573,5888,12032,-15360,12032,-8704,15872,-14336,3584,11264,12288
1574,-4096,-6400,0,-16128,8704,-13312,-2048,15616,15360,12288
1575,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1576,-16128,-3328,-9728,-6400,8704,4352,-7680,-11776,6656,12288
1577,-13824,14080,-9472,-3584,-8704,-12544,-10752,-13568,-3072,12288
1578,-6144,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1579,4096,-6656,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1580,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1581,16128,-3328,9472,-6400,-8704,4352,7680,-11776,-6656,12288
1582,13568,14080,9472,-3584,8704,-12544,10752,-13568,3072,12288
1583,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1584,-4096,-6656,0,-16128,8448,-13312,-2048,15616,15360,12288
1585,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1586,-16128,-3328,-9728,-6400,8704,4352,-7680,-11776,6400,12288
1587,-13824,13824,-9472,-3584,-8704,-12544,-11008,-13568,-3072,12288
1588,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1589,4096,-6656,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1590,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1591,16128,-3584,9472,-6400,-8704,4352,7680,-11776,-6656,12288
1592,13824,14080,9216,-3584,8704,-12544,10752,-13568,2816,12288
1593,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1594,-4096,-6656,0,-16128,8448,-13312,-2048,15616,15360,12288
1595,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1596,-16128,-3328,-9728,-6400,8704,4352,-7680,-11776,6656,12288
1597,-13824,14080,-9472,-3584,-8704,-12544,-10752,-13568,-3072,12288
1598,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1599,4096,-6400,0,-16128,-8704,-13312,2048,15616,-15360,12288
1600,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1601,16128,-3328,9472,-6400,-8704,4352,7680,-11776,-6656,12288
1602,13824,13824,9472,-3584,8704,-12544,10752,-13568,3072,12288
1603,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1604,-4096,-6400,0,-16128,8704,-13312,-2048,15616,15360,12288
1605,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1606,-16128,-3328,-9728,-6400,8704,4352,-7680,-11776,6656,12288
1607,-13824,14080,-9472,-3584,-8704,-12544,-10752,-13568,-3072,12288
1608,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1609,4096,-6656,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1610,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1611,16128,-3328,9472,-6400,-8448,4352,7680,-11776,-6656,12288
1612,13568,13824,9472,-3584,8704,-12544,10752,-13568,3072,12288
1613,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1614,-4096,-6656,256,-16128,8704,-13312,-2048,15616,15360,12288
1615,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1616,-16128,-3328,-9472,-6400,8704,4352,-7680,-11776,6656,12288
1617,-13824,14080,-9472,-3584,-8704,-12544,-10752,-13568,-3072,12288
1618,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1619,4096,-6400,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1620,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1621,16128,-3328,9472,-6400,-8704,4352,7680,-11776,-6656,12288
1622,13568,13824,9472,-3584,8448,-12544,10752,-13568,3072,12288
1623,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1624,-4096,-6400,0,-16128,8704,-13312,-2048,15616,15360,12288
1625,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1626,-16128,-3328,-9728,-6400,8704,4352,-7680,-11776,6656,12288
1627,-13824,14080,-9472,-3584,-8704,-12544,-10752,-13568,-3072,12288
1628,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1629,4096,-6656,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1630,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1631,16128,-3328,9472,-6400,-8704,4352,7424,-11776,-6656,12288
1632,13568,14080,9216,-3584,8704,-12544,10752,-13568,2816,12288
1633,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1634,-4096,-6656,0,-16128,8704,-13312,-2048,15616,15360,12288
1635,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1636,-16128,-3328,-9728,-6400,8704,4352,-7680,-11776,6656,12288
1637,-13824,14080,-9472,-3584,-8704,-12544,-11008,-13568,-2816,12288
1638,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1639,4096,-6656,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1640,12544,-16128,-15360,13824,8448,5632,-15616,6144,-13568,12288
1641,16128,-3328,9472,-6400,-8704,4352,7680,-11776,-6656,12288
1642,13568,14080,9472,-3584,8704,-12544,10752,-13568,3072,12288
1643,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1644,-4096,-6656,0,-16128,8704,-13312,-2048,15616,15360,12288
1645,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1646,-16128,-3328,-9728,-6400,8448,4352,-7680,-11776,6656,12288
1647,-13824,13824,-9472,-3584,-8704,-12544,-11008,-13568,-3072,12288
1648,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1649,4096,-6400,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1650,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1651,16128,-3328,9728,-6400,-8704,4352,7424,-11776,-6656,12288
1652,13568,14080,9472,-3584,8704,-12544,10752,-13568,2816,12288
1653,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1654,-4096,-6656,256,-16128,8704,-13312,-2048,15616,15360,12288
1655,-12544,-16128,15360,13824,-8704,5376,15616,6144,13568,12288
1656,-16128,-3328,-9728,-6400,8704,4352,-7680,-11776,6656,12288
1657,-13824,13824,-9472,-3584,-8704,-12544,-11008,-13568,-3072,12288
1658,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1659,4096,-6400,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1660,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1661,16128,-3328,9728,-6400,-8704,4352,7424,-11776,-6656,12288
1662,13824,14080,9472,-3584,8704,-12544,11008,-13568,2816,12288
1663,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1664,-4096,-6400,256,-16128,8704,-13312,-2048,15616,15360,12288
1665,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1666,-16128,-3328,-9728,-6400,8704,4352,-7680,-11776,6656,12288
1667,-13824,14080,-9472,-3584,-8704,-12544,-11008,-13568,-2816,12288
1668,-6144,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1669,4096,-6656,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1670,12544,-16128,-15360,13824,8448,5632,-15616,6144,-13568,12288
1671,16128,-3328,9728,-6400,-8704,4352,7424,-11776,-6656,12288
1672,13568,14080,9472,-3584,8704,-12544,10752,-13568,2816,12288
1673,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1674,-4096,-6656,0,-16128,8704,-13312,-2048,15616,15360,12288
1675,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1676,-16128,-3328,-9728,-6400,8704,4352,-7680,-11776,6656,12288
1677,-13568,14080,-9472,-3584,-8704,-12544,-11008,-13568,-3072,12288
1678,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1679,4096,-6656,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1680,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1681,16128,-3328,9728,-6400,-8704,4352,7424,-11776,-6656,12288
1682,13824,14080,9472,-3584,8704,-12544,10752,-13568,2816,12288
1683,6144,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1684,-4096,-6656,256,-16128,8704,-13312,-2048,15616,15360,12288
1685,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1686,-16128,-3328,-9728,-6400,8704,4352,-7680,-11776,6656,12288
1687,-13824,14080,-9472,-3584,-8704,-12544,-10752,-13568,-2816,12288
1688,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1689,4096,-6656,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1690,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1691,16128,-3328,9472,-6400,-8704,4352,7424,-11776,-6656,12288
1692,13568,13824,9472,-3584,8704,-12544,11008,-13568,2816,12288
1693,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1694,-4096,-6400,256,-16128,8704,-13312,-2048,15616,15360,12288
1695,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1696,-16128,-3328,-9728,-6400,8704,4352,-7680,-11776,6656,12288
1697,-13568,14080,-9472,-3584,-8704,-12544,-10752,-13568,-2816,12288
1698,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1699,4096,-6656,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1700,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1701,16128,-3328,9472,-6400,-8704,4352,7424,-11776,-6656,12288
1702,13568,14080,9216,-3584,8704,-12544,11008,-13568,2816,12288
1703,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1704,-4096,-6656,256,-16128,8704,-13312,-2048,15616,15360,12288
1705,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1706,-16128,-3328,-9472,-6400,8704,4352,-7680,-11776,6656,12288
1707,-13568,14080,-9472,-3584,-8704,-12544,-10752,-13568,-3072,12288
1708,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1709,4096,-6656,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1710,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1711,16128,-3584,9472,-6400,-8704,4352,7680,-11776,-6656,12288
1712,13568,14080,9472,-3584,8704,-12544,10752,-13568,2816,12288
1713,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1714,-4096,-6656,0,-16128,8704,-13312,-2048,15616,15360,12288
1715,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1716,-16128,-3328,-9728,-6400,8704,4352,-7680,-11776,6656,12544
1717,-13824,14080,-9472,-3584,-8704,-12544,-11008,-13568,-2816,12288
1718,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1719,4096,-6656,0,-16128,-8704,-13312,2048,15616,-15360,12288
1720,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1721,16128,-3328,9728,-6400,-8704,4352,7424,-11776,-6656,12288
1722,13568,13824,9472,-3584,8704,-12544,11008,-13568,2816,12288
1723,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1724,-4096,-6656,0,-16128,8704,-13312,-2048,15616,15360,12288
1725,-12544,-16128,15360,13824,-8704,5632,15616,6400,13568,12288
1726,-16128,-3328,-9472,-6400,8704,4352,-7680,-11776,6656,12288
1727,-13824,13824,-9472,-3584,-8704,-12544,-10752,-13568,-2816,12288
1728,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1729,4096,-6656,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1730,12544,-16128,-15360,13824,8704,5376,-15616,6144,-13568,12288
1731,16128,-3328,9728,-6400,-8704,4352,7424,-11776,-6656,12288
1732,13568,14080,9472,-3584,8704,-12544,10752,-13568,2816,12288
1733,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1734,-4096,-6656,256,-16128,8704,-13312,-2048,15616,15360,12288
1735,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1736,-16128,-3328,-9728,-6400,8704,4352,-7424,-11776,6656,12288
1737,-13824,13824,-9472,-3584,-8704,-12544,-11008,-13568,-2816,12288
1738,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1739,4096,-6400,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1740,12544,-16128,-15360,13824,8704,5376,-15616,6400,-13568,12288
1741,16128,-3328,9472,-6400,-8704,4352,7680,-11776,-6656,12288
1742,13824,13824,9216,-3584,8704,-12544,11008,-13568,2816,12288
1743,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1744,-4096,-6656,256,-16128,8704,-13312,-2048,15616,15360,12288
1745,-12544,-16128,15360,13824,-8704,5632,15616,6400,13568,12288
1746,-16128,-3328,-9728,-6400,8704,4352,-7680,-11776,6656,12288
1747,-13824,14080,-9472,-3584,-8704,-12544,-11008,-13568,-2816,12288
1748,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1749,4096,-6656,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1750,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1751,16128,-3584,9472,-6400,-8704,4352,7424,-11776,-6656,12288
1752,13568,14080,9472,-3584,8704,-12544,10752,-13568,2816,12288
1753,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1754,-4096,-6656,256,-16128,8704,-13312,-2048,15616,15360,12288
1755,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1756,-16128,-3328,-9728,-6400,8704,4352,-7680,-11776,6656,12288
1757,-13568,14080,-9472,-3584,-8704,-12544,-10752,-13568,-2816,12288
1758,-6144,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1759,4096,-6656,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1760,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1761,16128,-3328,9728,-6400,-8704,4352,7424,-11776,-6656,12288
1762,13568,14080,9472,-3584,8704,-12544,10752,-13568,2816,12288
1763,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1764,-4096,-6656,256,-16128,8704,-13312,-2048,15616,15360,12288
1765,-12544,-16128,15360,13824,-8704,5632,15616,6400,13568,12288
1766,-16128,-3328,-9728,-6400,8704,4352,-7424,-11776,6656,12544
1767,-13824,14080,-9472,-3584,-8704,-12544,-11008,-13568,-2816,12288
1768,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1769,4096,-6656,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1770,12544,-16128,-15360,13824,8704,5376,-15616,6144,-13568,12288
1771,16128,-3328,9472,-6400,-8704,4352,7424,-11776,-6656,12288
1772,13568,14080,9216,-3584,8704,-12544,10752,-13568,2816,12288
1773,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1774,-4096,-6400,256,-16128,8704,-13312,-2048,15616,15360,12288
1775,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1776,-16128,-3328,-9728,-6400,8704,4352,-7680,-11776,6656,12288
1777,-13824,14080,-9472,-3584,-8704,-12544,-11008,-13568,-2816,12288
1778,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1779,4096,-6656,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1780,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1781,16128,-3328,9728,-6400,-8704,4352,7424,-11776,-6656,12288
1782,13824,14080,9472,-3584,8704,-12544,11008,-13568,2816,12288
1783,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1784,-4096,-6656,256,-16128,8704,-13312,-2048,15616,15360,12288
1785,-12544,-16128,15360,13824,-8704,5632,15616,6400,13568,12288
1786,-16128,-3328,-9728,-6400,8704,4352,-7680,-11776,6656,12544
1787,-13824,13824,-9472,-3584,-8704,-12544,-11008,-13568,-2816,12544
1788,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1789,4096,-6656,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1790,12544,-16128,-15360,13824,8704,5632,-15616,6400,-13568,12288
1791,16128,-3328,9728,-6400,-8704,4352,7424,-11776,-6656,12288
1792,13568,14080,9472,-3584,8704,-12544,10752,-13568,2816,12288
1793,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1794,-4096,-6656,256,-16128,8704,-13312,-2048,15616,15360,12288
1795,-12544,-16128,15360,13824,-8704,5632,15616,6144,13568,12288
1796,-16128,-3328,-9728,-6400,8704,4352,-7424,-11776,6656,12288
1797,-13824,14080,-9472,-3584,-8704,-12544,-11008,-13568,-2816,12544
1798,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12544
1799,4096,-6656,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1800,12544,-16128,-15360,13824,8704,5632,-15616,6144,-13568,12288
1801,16128,-3328,9728,-6400,-8704,4352,7424,-11776,-6656,12288
1802,13824,14080,9216,-3584,8704,-12544,11008,-13568,2816,12288
1803,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
1804,-4096,-6656,256,-16128,8704,-13312,-2048,15616,15360,12288
1805,-12544,-16128,15360,13824,-8704,5632,15616,6400,13568,12288
1806,-16128,-3584,-9728,-6400,8704,4352,-7424,-11776,6656,12288
1807,-13824,14080,-9472,-3584,-8704,-12544,-11008,-13568,-2816,12288
1808,-5888,12032,15360,12032,8704,15872,14336,3328,-11264,12288
1809,4096,-6400,-256,-16128,-8704,-13312,2048,15616,-15360,12288
1810,12544,-16128,-15360,13824,8704,5632,-15616,6400,-13568,12288
1811,16128,-3328,9472,-6400,-8704,4352,7424,-11776,-6656,12288
1812,13568,14080,9472,-3584,8704,-12544,11008,-13568,2816,12544
1813,5888,12032,-15360,12032,-8704,15872,-14336,3328,11264,12288
